466137,1,1
4704,1,1
47151,1,1
125466,1,1
4937,1,1
495867,1,1
54296,1,1
54896,1,1
57576,1,1
12824,1,1
58612,1,3
12846,1,2
59971,1,1
6005,1,1
612,1,1
63275,1,1
63396,1,1
63478,1,1
64171,1,2
12943,1,2
66948,1,1
6735,1,1
70267,1,1
103730,1,1
76349,1,1
77178,1,1
78269,1,1
132044,1,1
8500,1,4
866,1,1
88802,1,2
90968,1,1
935,1,1
95464,1,1
104069,1,1
98752,1,1
139510,1,1
14356,1,3
14795,1,1
150504,1,1
10068,1,1
152196,1,1
153679,1,1
15575,1,1
15811,1,2
158442,1,1
159545,1,1
16395,1,2
16538,1,1
167115,1,1
167850,1,1
169318,1,1
169605,1,1
17034,1,1
1718,1,1
171821,1,1
17448,1,1
17621,1,1
176243,1,1
17739,1,1
178596,1,2
180409,1,1
18720,1,1
193328,1,2
19466,1,1
194973,1,1
1951,1,1
195768,1,1
109522,1,1
197910,1,1
199,1,1
1992,1,2
20054,1,1
20582,1,1
20856,1,1
21195,1,1
21690,1,1
21845,1,1
222474,1,1
2330,1,1
23382,1,1
235723,1,1
238313,1,1
241696,1,1
251794,1,1
25618,1,1
25798,1,1
25863,1,1
259875,1,1
260447,1,1
260935,1,2
261165,1,1
26246,1,2
2638,1,1
26614,1,3
268924,1,1
27027,1,1
27088,1,1
114821,1,1
283843,1,1
2876,1,1
2910,1,1
29152,1,1
29347,1,1
293474,1,1
295286,1,3
29936,1,1
115841,1,1
30012,1,1
300233,1,1
30574,1,1
30611,1,1
307526,1,1
116836,1,1
31284,1,1
117069,1,1
117103,1,1
321740,1,1
325,1,1
3253,1,1
32921,1,1
33833,1,1
33871,1,1
34298,1,1
343183,1,1
343599,1,1
344926,1,3
346276,1,2
348400,1,1
35254,1,1
352597,1,1
11874,1,1
35504,1,1
35564,1,1
35795,1,1
367479,1,1
374510,1,1
381721,1,1
387996,1,1
38988,1,1
392293,1,1
3962,1,1
402005,1,1
402801,1,1
408593,1,1
12280,1,1
421237,1,1
42131,1,1
422310,1,1
42877,1,1
12399,1,1
43660,1,1
43920,1,2
12469,1,2
4508,1,1
46312,10,1
124866,10,1
4685,10,1
477744,10,1
47929,10,1
5,10,1
505283,10,1
52726,10,1
53512,10,1
54510,10,1
57251,10,1
5768,10,1
58612,10,3
59676,10,3
61821,10,1
6211,10,1
64425,10,1
65338,10,1
6650,10,1
6683,10,1
6713,10,1
68186,10,1
69284,10,2
70270,10,2
711,10,1
77594,10,1
82005,10,1
82196,10,1
83158,10,1
8453,10,1
84845,10,1
861,10,2
86425,10,1
9016,10,1
13305,10,1
9308,10,1
14748,10,1
14830,10,1
150,10,1
10599,10,1
150504,10,1
15811,10,1
158442,10,3
159370,10,1
160297,10,1
16395,10,2
1067,10,1
164638,10,1
172109,10,1
1757,10,1
178543,10,1
178692,10,3
107750,10,1
108259,10,1
1859,10,1
10857,10,1
18945,10,1
19550,10,1
196535,10,1
19779,10,1
20054,10,2
211,10,1
2176,10,1
11112,10,1
23101,10,1
235811,10,2
2369,10,1
238495,10,1
24153,10,1
241580,10,1
243321,10,1
11316,10,1
253244,10,1
253850,10,1
25863,10,1
26252,10,1
2647,10,1
26827,10,1
2692,10,1
26972,10,1
274683,10,1
277879,10,1
281043,10,1
28202,10,1
282622,10,2
28369,10,2
30,10,1
3018,10,1
30189,10,1
116439,10,1
32093,10,1
323419,10,1
324109,10,1
33871,10,1
11775,10,1
341921,10,1
344231,10,1
34467,10,1
35108,10,1
119047,10,1
35795,10,1
367165,10,1
371058,10,1
372324,10,1
373829,10,1
375681,10,2
381518,10,1
38988,10,1
3940,10,2
3983,10,1
3999,10,3
10,10,1
40421,10,1
41,10,1
410689,10,1
4124,10,2
412702,10,1
41499,10,1
429991,10,1
123998,10,1
43344,10,1
44562,10,1
44876,10,1
