1,AcceptedByOriginator,75091
2,UpMod,1282635
11,Undeletion,2885
12,Spam,4552
15,ModeratorReview,50164
16,ApproveEditSuggestion,73018
3,DownMod,172847
4,Offensive,174
5,Favorite,159470
6,Close,33876
7,Reopen,199
8,BountyStart,5000
9,BountyClose,4981
10,Deletion,105273
